case_id,activity,timestamp,resource,customer_type,priority,quantity,supplier
ORD-2026-0129,MRP Calculation,2026-06-15 11:24:55,Planning,B2B,standard,45,AsiaBatt
ORD-2026-0091,Components Received,2026-06-15 11:27:53,Warehouse,B2C,standard,2,EuroMotor
ORD-2026-0087,Production Completed,2026-06-15 11:30:53,Production,B2C,urgent,3,EuroMotor
ORD-2026-0098,QC Finished Goods,2026-06-15 11:32:07,Quality,B2C,standard,2,EuroMotor
ORD-2026-0097,Shipping,2026-06-15 11:33:20,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0123,Packaging,2026-06-15 11:33:25,Warehouse,B2C,standard,2,AsiaBatt
ORD-2026-0061,Production Completed,2026-06-15 11:34:00,Production,B2C,standard,3,PowerTech
ORD-2026-0062,Packaging,2026-06-15 11:36:22,Warehouse,B2B,standard,21,PowerTech
ORD-2026-0121,Components Received,2026-06-15 12:18:37,Warehouse,B2C,standard,1,IberElec
ORD-2026-0098,Packaging,2026-06-15 12:28:57,Warehouse,B2C,standard,2,EuroMotor
ORD-2026-0062,Shipping,2026-06-15 12:34:16,Logistics,B2B,standard,21,PowerTech
ORD-2026-0119,Production Started,2026-06-15 12:42:46,Production,B2C,standard,3,IberElec
ORD-2026-0126,Purchase Order Created,2026-06-15 12:43:27,Purchasing,B2B,standard,45,AsiaBatt
ORD-2026-0130,Sales Order Received,2026-06-15 12:49:00,Sales,B2C,standard,1,EuroMotor
ORD-2026-0123,Shipping,2026-06-15 12:54:13,Logistics,B2C,standard,2,AsiaBatt
ORD-2026-0104,Components Received,2026-06-15 12:59:03,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0102,QC Incoming,2026-06-15 13:05:18,Quality,B2C,standard,1,EuroMotor
ORD-2026-0130,Credit Check,2026-06-15 13:07:37,Finance,B2C,standard,1,EuroMotor
ORD-2026-0094,QC Incoming,2026-06-15 13:16:11,Quality,B2C,standard,3,EuroMotor
ORD-2026-0077,Production Completed,2026-06-15 13:27:17,Production,B2C,standard,3,PowerTech
ORD-2026-0094,Production Started,2026-06-15 13:47:28,Production,B2C,standard,3,EuroMotor
ORD-2026-0106,Production Completed,2026-06-15 13:54:02,Production,B2B,standard,5,IberElec
ORD-2026-0087,QC Finished Goods,2026-06-15 13:58:44,Quality,B2C,urgent,3,EuroMotor
ORD-2026-0098,Shipping,2026-06-15 14:17:30,Logistics,B2C,standard,2,EuroMotor
ORD-2026-0061,QC Finished Goods,2026-06-15 14:27:21,Quality,B2C,standard,3,PowerTech
ORD-2026-0120,Components Received,2026-06-15 14:40:12,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0102,Production Started,2026-06-15 14:42:49,Production,B2C,standard,1,EuroMotor
ORD-2026-0131,Sales Order Received,2026-06-15 14:46:00,Sales,B2B,standard,1,EuroMotor
ORD-2026-0131,Credit Check,2026-06-15 15:06:28,Finance,B2B,standard,1,EuroMotor
ORD-2026-0088,Production Completed,2026-06-15 15:12:04,Production,B2B,urgent,1,EuroMotor
ORD-2026-0114,QC Incoming,2026-06-15 15:32:08,Quality,B2C,standard,3,IberElec
ORD-2026-0091,Production Started,2026-06-15 15:48:13,Production,B2C,standard,2,EuroMotor
ORD-2026-0106,QC Finished Goods,2026-06-15 15:57:44,Quality,B2B,standard,5,IberElec
ORD-2026-0132,Sales Order Received,2026-06-15 16:23:00,Sales,B2C,urgent,3,IberElec
ORD-2026-0072,Production Completed,2026-06-15 16:30:40,Production,B2C,standard,1,PowerTech
ORD-2026-0114,Production Started,2026-06-15 16:32:51,Production,B2C,standard,3,IberElec
ORD-2026-0132,Credit Check,2026-06-15 16:32:51,Finance,B2C,urgent,3,IberElec
ORD-2026-0088,QC Finished Goods,2026-06-15 16:42:57,Quality,B2B,urgent,1,EuroMotor
ORD-2026-0104,QC Incoming,2026-06-15 16:43:43,Quality,B2C,standard,3,EuroMotor
ORD-2026-0121,QC Incoming,2026-06-15 16:55:09,Quality,B2C,standard,1,IberElec
ORD-2026-0117,Production Completed,2026-06-15 17:03:28,Production,B2C,standard,1,IberElec
ORD-2026-0133,Sales Order Received,2026-06-15 17:04:00,Sales,B2C,urgent,2,IberElec
ORD-2026-0061,Packaging,2026-06-15 17:08:17,Warehouse,B2C,standard,3,PowerTech
ORD-2026-0117,QC Finished Goods,2026-06-15 17:09:28,Quality,B2C,standard,1,IberElec
ORD-2026-0133,Credit Check,2026-06-15 17:14:27,Finance,B2C,urgent,2,IberElec
ORD-2026-0134,Sales Order Received,2026-06-15 17:19:00,Sales,B2C,urgent,2,IberElec
ORD-2026-0134,Credit Check,2026-06-15 17:23:23,Finance,B2C,urgent,2,IberElec
ORD-2026-0077,QC Finished Goods,2026-06-15 17:25:26,Quality,B2C,standard,3,PowerTech
ORD-2026-0120,QC Incoming,2026-06-15 17:26:16,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0135,Sales Order Received,2026-06-15 17:29:00,Sales,B2C,urgent,2,PowerTech
ORD-2026-0128,MRP Calculation,2026-06-15 17:31:55,Planning,B2C,standard,1,EuroMotor
ORD-2026-0135,Credit Check,2026-06-15 17:32:00,Finance,B2C,urgent,2,PowerTech
ORD-2026-0087,Packaging,2026-06-15 17:39:54,Warehouse,B2C,urgent,3,EuroMotor
ORD-2026-0089,Delivered,2026-06-15 17:57:31,Logistics,B2C,standard,2,EuroMotor
ORD-2026-0121,Production Started,2026-06-16 08:10:29,Production,B2C,standard,1,IberElec
ORD-2026-0135,MRP Calculation,2026-06-16 08:29:01,Planning,B2C,urgent,2,PowerTech
ORD-2026-0104,Production Started,2026-06-16 08:40:27,Production,B2C,standard,3,EuroMotor
ORD-2026-0130,MRP Calculation,2026-06-16 08:47:52,Planning,B2C,standard,1,EuroMotor
ORD-2026-0120,Production Started,2026-06-16 08:51:10,Production,B2C,standard,3,AsiaBatt
ORD-2026-0061,Shipping,2026-06-16 09:04:22,Logistics,B2C,standard,3,PowerTech
ORD-2026-0117,Packaging,2026-06-16 09:11:56,Warehouse,B2C,standard,1,IberElec
ORD-2026-0088,Packaging,2026-06-16 09:17:53,Warehouse,B2B,urgent,1,EuroMotor
ORD-2026-0087,Shipping,2026-06-16 09:20:21,Logistics,B2C,urgent,3,EuroMotor
ORD-2026-0106,Packaging,2026-06-16 09:23:12,Warehouse,B2B,standard,5,IberElec
ORD-2026-0072,QC Finished Goods,2026-06-16 09:31:16,Quality,B2C,standard,1,PowerTech
ORD-2026-0077,Production Started,2026-06-16 09:37:42,Production,B2C,standard,3,PowerTech
ORD-2026-0129,Purchase Order Created,2026-06-16 10:03:28,Purchasing,B2B,standard,45,AsiaBatt
ORD-2026-0134,Production Started,2026-06-16 10:11:10,Production,B2C,urgent,2,IberElec
ORD-2026-0136,Sales Order Received,2026-06-16 10:20:00,Sales,B2C,standard,3,AsiaBatt
ORD-2026-0106,Shipping,2026-06-16 10:22:42,Logistics,B2B,standard,5,IberElec
ORD-2026-0088,Shipping,2026-06-16 10:26:20,Logistics,B2B,urgent,1,EuroMotor
ORD-2026-0136,Credit Check,2026-06-16 10:38:15,Finance,B2C,standard,3,AsiaBatt
ORD-2026-0117,Shipping,2026-06-16 10:45:22,Logistics,B2C,standard,1,IberElec
ORD-2026-0117,Delivered,2026-06-16 10:51:22,Logistics,B2C,standard,1,IberElec
ORD-2026-0128,Purchase Order Created,2026-06-16 10:55:48,Purchasing,B2C,standard,1,EuroMotor
ORD-2026-0076,Production Completed,2026-06-16 11:34:19,Production,B2C,urgent,2,PowerTech
ORD-2026-0136,MRP Calculation,2026-06-16 12:05:51,Planning,B2C,standard,3,AsiaBatt
ORD-2026-0132,MRP Calculation,2026-06-16 12:17:18,Planning,B2C,urgent,3,IberElec
ORD-2026-0072,Packaging,2026-06-16 12:25:29,Warehouse,B2C,standard,1,PowerTech
ORD-2026-0092,Delivered,2026-06-16 12:33:43,Logistics,B2C,standard,3,AsiaBatt
ORD-2026-0062,Delivered,2026-06-16 12:38:43,Logistics,B2B,standard,21,PowerTech
ORD-2026-0133,MRP Calculation,2026-06-16 12:44:30,Planning,B2C,urgent,2,IberElec
ORD-2026-0061,Delivered,2026-06-16 13:41:47,Logistics,B2C,standard,3,PowerTech
ORD-2026-0135,Purchase Order Created,2026-06-16 13:50:20,Purchasing,B2C,urgent,2,PowerTech
ORD-2026-0072,Shipping,2026-06-16 13:57:54,Logistics,B2C,standard,1,PowerTech
ORD-2026-0076,QC Finished Goods,2026-06-16 14:05:48,Quality,B2C,urgent,2,PowerTech
ORD-2026-0136,Purchase Order Created,2026-06-16 14:10:22,Purchasing,B2C,standard,3,AsiaBatt
ORD-2026-0113,Production Completed,2026-06-16 14:44:51,Production,B2C,standard,3,AsiaBatt
ORD-2026-0116,Delivered,2026-06-16 15:12:34,Logistics,B2C,standard,2,AsiaBatt
ORD-2026-0131,MRP Calculation,2026-06-16 15:23:41,Planning,B2B,standard,1,EuroMotor
ORD-2026-0137,Sales Order Received,2026-06-16 15:37:00,Sales,B2C,standard,1,EuroMotor
ORD-2026-0137,Credit Check,2026-06-16 15:46:26,Finance,B2C,standard,1,EuroMotor
ORD-2026-0063,Delivered,2026-06-16 15:54:04,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0134,Production Completed,2026-06-16 16:07:34,Production,B2C,urgent,2,IberElec
ORD-2026-0134,QC Finished Goods,2026-06-16 16:35:54,Quality,B2C,urgent,2,IberElec
ORD-2026-0137,MRP Calculation,2026-06-16 16:39:33,Planning,B2C,standard,1,EuroMotor
ORD-2026-0076,Packaging,2026-06-16 16:54:44,Warehouse,B2C,urgent,2,PowerTech
ORD-2026-0125,Production Completed,2026-06-16 16:57:36,Production,B2C,urgent,2,AsiaBatt
ORD-2026-0130,Purchase Order Created,2026-06-16 17:24:30,Purchasing,B2C,standard,1,EuroMotor
ORD-2026-0125,QC Finished Goods,2026-06-16 17:37:55,Quality,B2C,urgent,2,AsiaBatt
ORD-2026-0138,Sales Order Received,2026-06-16 17:39:00,Sales,B2C,standard,3,AsiaBatt
ORD-2026-0138,Credit Check,2026-06-16 17:49:57,Finance,B2C,standard,3,AsiaBatt
ORD-2026-0133,Purchase Order Created,2026-06-16 17:56:33,Purchasing,B2C,urgent,2,IberElec
ORD-2026-0113,QC Finished Goods,2026-06-17 08:14:16,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0076,Shipping,2026-06-17 08:31:15,Logistics,B2C,urgent,2,PowerTech
ORD-2026-0077,Production Completed,2026-06-17 08:47:58,Production,B2C,standard,3,PowerTech
ORD-2026-0132,Purchase Order Created,2026-06-17 09:02:11,Purchasing,B2C,urgent,3,IberElec
ORD-2026-0101,Components Received,2026-06-17 09:18:45,Warehouse,B2B,standard,40,EuroMotor
ORD-2026-0080,Delivered,2026-06-17 09:39:05,Logistics,B2B,standard,8,EuroMotor
ORD-2026-0139,Sales Order Received,2026-06-17 09:40:00,Sales,B2C,standard,3,EuroMotor
ORD-2026-0113,Packaging,2026-06-17 09:54:10,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0139,Credit Check,2026-06-17 09:58:02,Finance,B2C,standard,3,EuroMotor
ORD-2026-0134,Packaging,2026-06-17 09:58:08,Warehouse,B2C,urgent,2,IberElec
ORD-2026-0077,QC Finished Goods,2026-06-17 10:09:03,Quality,B2C,standard,3,PowerTech
ORD-2026-0138,MRP Calculation,2026-06-17 10:26:06,Planning,B2C,standard,3,AsiaBatt
ORD-2026-0125,Packaging,2026-06-17 10:35:34,Warehouse,B2C,urgent,2,AsiaBatt
ORD-2026-0119,Production Completed,2026-06-17 10:38:20,Production,B2C,standard,3,IberElec
ORD-2026-0123,Delivered,2026-06-17 10:39:20,Logistics,B2C,standard,2,AsiaBatt
ORD-2026-0097,Delivered,2026-06-17 11:15:27,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0119,QC Finished Goods,2026-06-17 11:21:42,Quality,B2C,standard,3,IberElec
ORD-2026-0131,Purchase Order Created,2026-06-17 12:08:03,Purchasing,B2B,standard,1,EuroMotor
ORD-2026-0113,Shipping,2026-06-17 12:13:28,Logistics,B2C,standard,3,AsiaBatt
ORD-2026-0125,Shipping,2026-06-17 12:18:08,Logistics,B2C,urgent,2,AsiaBatt
ORD-2026-0134,Shipping,2026-06-17 12:23:42,Logistics,B2C,urgent,2,IberElec
ORD-2026-0121,Production Completed,2026-06-17 13:03:21,Production,B2C,standard,1,IberElec
ORD-2026-0077,Packaging,2026-06-17 13:15:28,Warehouse,B2C,standard,3,PowerTech
ORD-2026-0119,Packaging,2026-06-17 13:29:05,Warehouse,B2C,standard,3,IberElec
ORD-2026-0101,QC Incoming,2026-06-17 13:55:08,Quality,B2B,standard,40,EuroMotor
ORD-2026-0094,Production Completed,2026-06-17 14:22:39,Production,B2C,standard,3,EuroMotor
ORD-2026-0139,Production Started,2026-06-17 14:23:56,Production,B2C,standard,3,EuroMotor
ORD-2026-0102,Production Completed,2026-06-17 14:24:18,Production,B2C,standard,1,EuroMotor
ORD-2026-0101,Production Started,2026-06-17 14:26:10,Production,B2B,standard,40,EuroMotor
ORD-2026-0102,QC Finished Goods,2026-06-17 14:30:18,Quality,B2C,standard,1,EuroMotor
ORD-2026-0077,Shipping,2026-06-17 14:35:23,Logistics,B2C,standard,3,PowerTech
ORD-2026-0119,Shipping,2026-06-17 14:45:18,Logistics,B2C,standard,3,IberElec
ORD-2026-0121,QC Finished Goods,2026-06-17 15:10:31,Quality,B2C,standard,1,IberElec
ORD-2026-0137,Purchase Order Created,2026-06-17 15:31:22,Purchasing,B2C,standard,1,EuroMotor
ORD-2026-0138,Purchase Order Created,2026-06-17 15:48:00,Purchasing,B2C,standard,3,AsiaBatt
ORD-2026-0120,Production Completed,2026-06-17 15:57:59,Production,B2C,standard,3,AsiaBatt
ORD-2026-0072,Delivered,2026-06-17 16:13:33,Logistics,B2C,standard,1,PowerTech
ORD-2026-0120,QC Finished Goods,2026-06-17 17:06:46,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0102,Production Started,2026-06-17 17:19:47,Production,B2C,standard,1,EuroMotor
ORD-2026-0094,QC Finished Goods,2026-06-17 17:24:29,Quality,B2C,standard,3,EuroMotor
ORD-2026-0084,Components Received,2026-06-17 17:39:45,Warehouse,B2C,standard,3,PowerTech
ORD-2026-0121,Packaging,2026-06-18 08:39:04,Warehouse,B2C,standard,1,IberElec
ORD-2026-0120,Packaging,2026-06-18 09:06:24,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0121,Shipping,2026-06-18 09:13:30,Logistics,B2C,standard,1,IberElec
ORD-2026-0094,Packaging,2026-06-18 10:11:43,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0114,Production Completed,2026-06-18 10:27:45,Production,B2C,standard,3,IberElec
ORD-2026-0094,Shipping,2026-06-18 10:34:17,Logistics,B2C,standard,3,EuroMotor
ORD-2026-0104,Production Completed,2026-06-18 10:39:27,Production,B2C,standard,3,EuroMotor
ORD-2026-0120,Shipping,2026-06-18 10:41:51,Logistics,B2C,standard,3,AsiaBatt
ORD-2026-0110,Components Received,2026-06-18 10:54:04,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0132,Components Received,2026-06-18 11:20:11,Warehouse,B2C,urgent,3,IberElec
ORD-2026-0084,QC Incoming,2026-06-18 13:00:06,Quality,B2C,standard,3,PowerTech
ORD-2026-0126,Components Received,2026-06-18 13:01:41,Warehouse,B2B,standard,45,AsiaBatt
ORD-2026-0129,Components Received,2026-06-18 13:08:42,Warehouse,B2B,standard,45,AsiaBatt
ORD-2026-0114,QC Finished Goods,2026-06-18 13:18:32,Quality,B2C,standard,3,IberElec
ORD-2026-0104,QC Finished Goods,2026-06-18 13:44:19,Quality,B2C,standard,3,EuroMotor
ORD-2026-0091,Production Completed,2026-06-18 13:45:22,Production,B2C,standard,2,EuroMotor
ORD-2026-0132,QC Incoming,2026-06-18 13:59:44,Quality,B2C,urgent,3,IberElec
ORD-2026-0084,Production Started,2026-06-18 14:06:04,Production,B2C,standard,3,PowerTech
ORD-2026-0132,Production Started,2026-06-18 14:24:12,Production,B2C,urgent,3,IberElec
ORD-2026-0104,Production Started,2026-06-18 14:46:06,Production,B2C,standard,3,EuroMotor
ORD-2026-0110,QC Incoming,2026-06-18 15:14:05,Quality,B2C,standard,3,EuroMotor
ORD-2026-0133,Components Received,2026-06-18 15:15:14,Warehouse,B2C,urgent,2,IberElec
ORD-2026-0110,Production Started,2026-06-18 15:25:28,Production,B2C,standard,3,EuroMotor
ORD-2026-0126,Production Started,2026-06-18 15:42:21,Production,B2B,standard,45,AsiaBatt
ORD-2026-0114,Packaging,2026-06-18 15:47:53,Warehouse,B2C,standard,3,IberElec
ORD-2026-0111,Components Received,2026-06-18 16:06:29,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0136,Components Received,2026-06-18 16:40:48,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0098,Delivered,2026-06-18 16:52:24,Logistics,B2C,standard,2,EuroMotor
ORD-2026-0140,Sales Order Received,2026-06-18 16:53:00,Sales,B2C,standard,2,EuroMotor
ORD-2026-0091,QC Finished Goods,2026-06-18 16:58:56,Quality,B2C,standard,2,EuroMotor
ORD-2026-0140,Credit Check,2026-06-18 17:07:49,Finance,B2C,standard,2,EuroMotor
ORD-2026-0102,Production Completed,2026-06-18 17:11:20,Production,B2C,standard,1,EuroMotor
ORD-2026-0101,Production Completed,2026-06-18 17:42:33,Production,B2B,standard,40,EuroMotor
ORD-2026-0141,Sales Order Received,2026-06-19 08:19:00,Sales,B2C,urgent,1,PowerTech
ORD-2026-0114,Shipping,2026-06-19 08:19:09,Logistics,B2C,standard,3,IberElec
ORD-2026-0141,Credit Check,2026-06-19 08:27:30,Finance,B2C,urgent,1,PowerTech
ORD-2026-0102,QC Finished Goods,2026-06-19 08:57:38,Quality,B2C,standard,1,EuroMotor
ORD-2026-0129,QC Incoming,2026-06-19 08:59:46,Quality,B2B,standard,45,AsiaBatt
ORD-2026-0133,QC Incoming,2026-06-19 09:07:50,Quality,B2C,urgent,2,IberElec
ORD-2026-0091,Packaging,2026-06-19 09:24:32,Warehouse,B2C,standard,2,EuroMotor
ORD-2026-0101,QC Finished Goods,2026-06-19 09:38:47,Quality,B2B,standard,40,EuroMotor
ORD-2026-0129,Production Started,2026-06-19 09:45:36,Production,B2B,standard,45,AsiaBatt
ORD-2026-0136,QC Incoming,2026-06-19 10:09:03,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0091,Shipping,2026-06-19 10:17:14,Logistics,B2C,standard,2,EuroMotor
ORD-2026-0134,Delivered,2026-06-19 10:26:07,Logistics,B2C,urgent,2,IberElec
ORD-2026-0140,Order Cancelled,2026-06-19 10:39:41,Sales,B2C,standard,2,EuroMotor
ORD-2026-0090,Components Received,2026-06-19 10:40:47,Warehouse,B2B,urgent,50,PowerTech
ORD-2026-0133,Production Started,2026-06-19 10:42:55,Production,B2C,urgent,2,IberElec
ORD-2026-0136,Production Started,2026-06-19 10:52:43,Production,B2C,standard,3,AsiaBatt
ORD-2026-0101,Packaging,2026-06-19 10:53:14,Warehouse,B2B,standard,40,EuroMotor
ORD-2026-0139,Production Completed,2026-06-19 11:08:51,Production,B2C,standard,3,EuroMotor
ORD-2026-0102,Packaging,2026-06-19 11:33:54,Warehouse,B2C,standard,1,EuroMotor
ORD-2026-0111,QC Incoming,2026-06-19 11:37:21,Quality,B2C,standard,3,EuroMotor
ORD-2026-0104,Production Completed,2026-06-19 11:39:13,Production,B2C,standard,3,EuroMotor
ORD-2026-0101,Shipping,2026-06-19 11:45:19,Logistics,B2B,standard,40,EuroMotor
ORD-2026-0141,Production Started,2026-06-19 11:55:25,Production,B2C,urgent,1,PowerTech
ORD-2026-0111,Production Started,2026-06-19 12:08:16,Production,B2C,standard,3,EuroMotor
ORD-2026-0139,QC Finished Goods,2026-06-19 12:26:12,Quality,B2C,standard,3,EuroMotor
ORD-2026-0113,Delivered,2026-06-19 12:33:17,Logistics,B2C,standard,3,AsiaBatt
ORD-2026-0102,Shipping,2026-06-19 13:18:06,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0125,Delivered,2026-06-19 14:22:21,Logistics,B2C,urgent,2,AsiaBatt
ORD-2026-0104,QC Finished Goods,2026-06-19 14:44:44,Quality,B2C,standard,3,EuroMotor
ORD-2026-0139,Packaging,2026-06-19 15:16:51,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0090,QC Incoming,2026-06-19 15:22:50,Quality,B2B,urgent,50,PowerTech
ORD-2026-0076,Delivered,2026-06-19 15:35:05,Logistics,B2C,urgent,2,PowerTech
ORD-2026-0119,Delivered,2026-06-19 15:46:22,Logistics,B2C,standard,3,IberElec
ORD-2026-0104,Packaging,2026-06-19 16:09:31,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0094,Delivered,2026-06-19 16:10:22,Logistics,B2C,standard,3,EuroMotor
ORD-2026-0084,Production Completed,2026-06-19 16:12:52,Production,B2C,standard,3,PowerTech
ORD-2026-0090,Production Started,2026-06-19 16:28:27,Production,B2B,urgent,50,PowerTech
ORD-2026-0139,Shipping,2026-06-19 16:37:21,Logistics,B2C,standard,3,EuroMotor
ORD-2026-0077,Delivered,2026-06-19 17:14:26,Logistics,B2C,standard,3,PowerTech
ORD-2026-0088,Delivered,2026-06-19 17:43:17,Logistics,B2B,urgent,1,EuroMotor
ORD-2026-0104,Shipping,2026-06-19 17:52:02,Logistics,B2C,standard,3,EuroMotor
ORD-2026-0084,QC Finished Goods,2026-06-22 08:04:45,Quality,B2C,standard,3,PowerTech
ORD-2026-0124,Components Received,2026-06-22 08:25:25,Warehouse,B2C,urgent,3,EuroMotor
ORD-2026-0142,Sales Order Received,2026-06-22 08:39:00,Sales,B2B,standard,32,IberElec
ORD-2026-0142,Credit Check,2026-06-22 08:49:53,Finance,B2B,standard,32,IberElec
ORD-2026-0106,Delivered,2026-06-22 09:45:16,Logistics,B2B,standard,5,IberElec
ORD-2026-0132,Production Completed,2026-06-22 10:16:01,Production,B2C,urgent,3,IberElec
ORD-2026-0087,Delivered,2026-06-22 10:19:55,Logistics,B2C,urgent,3,EuroMotor
ORD-2026-0084,Packaging,2026-06-22 11:48:42,Warehouse,B2C,standard,3,PowerTech
ORD-2026-0111,Production Completed,2026-06-22 12:59:43,Production,B2C,standard,3,EuroMotor
ORD-2026-0141,Production Completed,2026-06-22 13:08:47,Production,B2C,urgent,1,PowerTech
ORD-2026-0132,QC Finished Goods,2026-06-22 13:18:13,Quality,B2C,urgent,3,IberElec
ORD-2026-0084,Shipping,2026-06-22 13:27:23,Logistics,B2C,standard,3,PowerTech
ORD-2026-0110,Production Completed,2026-06-22 13:41:27,Production,B2C,standard,3,EuroMotor
ORD-2026-0143,Sales Order Received,2026-06-22 13:45:00,Sales,B2C,standard,2,EuroMotor
ORD-2026-0126,Production Completed,2026-06-22 13:47:08,Production,B2B,standard,45,AsiaBatt
ORD-2026-0143,Credit Check,2026-06-22 14:06:58,Finance,B2C,standard,2,EuroMotor
ORD-2026-0124,QC Incoming,2026-06-22 14:10:42,Quality,B2C,urgent,3,EuroMotor
ORD-2026-0111,QC Finished Goods,2026-06-22 14:44:00,Quality,B2C,standard,3,EuroMotor
ORD-2026-0141,QC Finished Goods,2026-06-22 14:49:07,Quality,B2C,urgent,1,PowerTech
ORD-2026-0142,MRP Calculation,2026-06-22 15:13:49,Planning,B2B,standard,32,IberElec
ORD-2026-0132,Packaging,2026-06-22 15:59:29,Warehouse,B2C,urgent,3,IberElec
ORD-2026-0142,Purchase Order Created,2026-06-22 16:19:08,Purchasing,B2B,standard,32,IberElec
ORD-2026-0141,Packaging,2026-06-22 16:33:29,Warehouse,B2C,urgent,1,PowerTech
ORD-2026-0124,Production Started,2026-06-22 16:37:18,Production,B2C,urgent,3,EuroMotor
ORD-2026-0110,QC Finished Goods,2026-06-22 16:37:31,Quality,B2C,standard,3,EuroMotor
ORD-2026-0126,QC Finished Goods,2026-06-22 16:54:00,Quality,B2B,standard,45,AsiaBatt
ORD-2026-0144,Sales Order Received,2026-06-22 16:55:00,Sales,B2C,standard,3,PowerTech
ORD-2026-0144,Credit Check,2026-06-22 17:07:53,Finance,B2C,standard,3,PowerTech
ORD-2026-0091,Delivered,2026-06-22 17:17:07,Logistics,B2C,standard,2,EuroMotor
ORD-2026-0132,Shipping,2026-06-22 17:23:29,Logistics,B2C,urgent,3,IberElec
ORD-2026-0120,Delivered,2026-06-22 17:27:18,Logistics,B2C,standard,3,AsiaBatt
ORD-2026-0111,Packaging,2026-06-22 17:46:24,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0138,Components Received,2026-06-23 08:00:56,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0111,Shipping,2026-06-23 08:45:24,Logistics,B2C,standard,3,EuroMotor
ORD-2026-0141,Shipping,2026-06-23 08:48:21,Logistics,B2C,urgent,1,PowerTech
ORD-2026-0110,Packaging,2026-06-23 09:16:55,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0144,MRP Calculation,2026-06-23 09:27:01,Planning,B2C,standard,3,PowerTech
ORD-2026-0090,Production Completed,2026-06-23 09:29:20,Production,B2B,urgent,50,PowerTech
ORD-2026-0143,MRP Calculation,2026-06-23 09:45:11,Planning,B2C,standard,2,EuroMotor
ORD-2026-0138,QC Incoming,2026-06-23 09:48:41,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0090,QC Finished Goods,2026-06-23 10:00:55,Quality,B2B,urgent,50,PowerTech
ORD-2026-0099,Components Received,2026-06-23 10:06:20,Warehouse,B2C,standard,1,PowerTech
ORD-2026-0145,Sales Order Received,2026-06-23 10:21:00,Sales,B2B,urgent,17,IberElec
ORD-2026-0126,Packaging,2026-06-23 10:33:05,Warehouse,B2B,standard,45,AsiaBatt
ORD-2026-0145,Credit Check,2026-06-23 10:34:06,Finance,B2B,urgent,17,IberElec
ORD-2026-0110,Shipping,2026-06-23 10:40:53,Logistics,B2C,standard,3,EuroMotor
ORD-2026-0114,Delivered,2026-06-23 10:56:42,Logistics,B2C,standard,3,IberElec
ORD-2026-0138,Production Started,2026-06-23 11:06:57,Production,B2C,standard,3,AsiaBatt
ORD-2026-0126,Shipping,2026-06-23 11:29:23,Logistics,B2B,standard,45,AsiaBatt
ORD-2026-0145,Production Started,2026-06-23 11:46:11,Production,B2B,urgent,17,IberElec
ORD-2026-0133,Production Completed,2026-06-23 12:01:16,Production,B2C,urgent,2,IberElec
ORD-2026-0099,Production Started,2026-06-23 12:06:45,Production,B2C,standard,1,PowerTech
ORD-2026-0102,Delivered,2026-06-23 14:13:58,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0146,Sales Order Received,2026-06-23 14:18:00,Sales,B2C,urgent,2,AsiaBatt
ORD-2026-0146,Credit Check,2026-06-23 14:28:17,Finance,B2C,urgent,2,AsiaBatt
ORD-2026-0133,QC Finished Goods,2026-06-23 14:49:58,Quality,B2C,urgent,2,IberElec
ORD-2026-0090,Packaging,2026-06-23 14:59:08,Warehouse,B2B,urgent,50,PowerTech
ORD-2026-0143,Purchase Order Created,2026-06-23 15:10:51,Purchasing,B2C,standard,2,EuroMotor
ORD-2026-0129,Production Completed,2026-06-23 15:11:52,Production,B2B,standard,45,AsiaBatt
ORD-2026-0101,Delivered,2026-06-23 16:02:19,Logistics,B2B,standard,40,EuroMotor
ORD-2026-0133,Packaging,2026-06-23 16:22:15,Warehouse,B2C,urgent,2,IberElec
ORD-2026-0090,Shipping,2026-06-23 16:45:48,Logistics,B2B,urgent,50,PowerTech
ORD-2026-0136,Production Completed,2026-06-23 17:04:55,Production,B2C,standard,3,AsiaBatt
ORD-2026-0139,Delivered,2026-06-23 17:11:47,Logistics,B2C,standard,3,EuroMotor
